40 , 0 , -0.0146569 , -0.143175 , 0 , 0 , 0 , 0 , 40 , 0
40 , 0 , -0.0146866 , -0.143126 , 0 , 0.000273576 , -0.000156329 , -0.000195412 , 40 , 0
40 , 0 , -0.0146671 , -0.143121 , 0 , 0.00179779 , -0.00164146 , -0.00140696 , 40 , 0
40 , 0 , -0.0148581 , -0.142927 , 9.20143e-05 , 0.00457263 , -0.00453355 , -0.00402548 , 40 , 0
40 , 0 , -0.0151417 , -0.142179 , 0.000252836 , 0.0084027 , -0.00842224 , -0.00785555 , 40 , 0
40 , 0 , -0.0151895 , -0.140733 , 0.000525246 , 0.0136984 , -0.0134834 , -0.0129949 , 40 , 0
40 , 0 , -0.0149034 , -0.138833 , 0.000697906 , 0.0200688 , -0.0196779 , -0.019209 , 40 , 0
40 , 0 , -0.0145442 , -0.13662 , 0.000799412 , 0.0275726 , -0.0271036 , -0.0264587 , 40 , 0
40 , 0 , -0.0145016 , -0.133969 , 0.000799412 , 0.0362488 , -0.0364638 , -0.034666 , 40 , 0
40 , 0 , -0.0149733 , -0.130854 , 0.000897889 , 0.0461953 , -0.0465666 , -0.0443193 , 40 , 0
40 , 0 , -0.0155893 , -0.127214 , 0.00103948 , 0.057451 , -0.0576464 , -0.0556532 , 40 , 0
40 , 0 , -0.0157121 , -0.122867 , 0.00103948 , 0.0698792 , -0.0698792 , -0.0678469 , 40 , 0
40 , 0 , -0.0153866 , -0.118008 , 0.00103948 , 0.0832062 , -0.0837339 , -0.0807636 , 40 , 0
40 , 0 , -0.0149682 , -0.11292 , 0.00103948 , 0.0981748 , -0.0984093 , -0.0956149 , 40 , 0
40 , 0 , -0.0147248 , -0.107388 , 0.000879326 , 0.114042 , -0.114218 , -0.111228 , 40 , 0
40 , 0 , -0.0148965 , -0.101315 , 0.000976055 , 0.130945 , -0.130887 , -0.127955 , 40 , 0
40 , 0 , -0.0150811 , -0.0947157 , 0.000912682 , 0.150623 , -0.149724 , -0.14652 , 40 , 0
40 , 0 , -0.0148137 , -0.0875997 , 0.000768443 , 0.168875 , -0.169637 , -0.165299 , 40 , 0
40 , 0 , -0.0142862 , -0.0801449 , 0.000768443 , 0.18994 , -0.189999 , -0.186344 , 40 , 0
40 , 0 , -0.0139102 , -0.0722783 , 0.000666275 , 0.212647 , -0.212393 , -0.208778 , 40 , 0
40 , 0 , -0.0137312 , -0.063886 , 0.00088333 , 0.236116 , -0.235139 , -0.232051 , 40 , 0
40 , 0 , -0.0138197 , -0.0549442 , 0.00088333 , 0.259253 , -0.259643 , -0.254875 , 40 , 0
40 , 0 , -0.0139204 , -0.045442 , 0.00100329 , 0.286063 , -0.285301 , -0.281295 , 40 , 0
40 , 0 , -0.013929 , -0.0353589 , 0.00114788 , 0.313088 , -0.311838 , -0.30834 , 40 , 0
40 , 0 , -0.0139885 , -0.0249604 , 0.000812075 , 0.339449 , -0.340114 , -0.334369 , 40 , 0
40 , 0 , -0.013458 , -0.0142548 , 0.000593799 , 0.370031 , -0.369328 , -0.364658 , 40 , 0
40 , 0 , -0.0130525 , -0.00268089 , 0.000593799 , 0.400555 , -0.399538 , -0.395122 , 40 , 0
40 , 0 , -0.0135306 , 0.00963493 , 0.000891793 , 0.432329 , -0.430863 , -0.42672 , 40 , 0
40 , 0 , -0.0135673 , 0.0221485 , 0.00074776 , 0.464904 , -0.463907 , -0.459119 , 40 , 0
40 , 0 , -0.0122268 , 0.034862 , 0.00074776 , 0.498573 , -0.497928 , -0.492613 , 40 , 0
40 , 0 , -0.0106197 , 0.0474029 , 0.00254097 , 0.533532 , -0.535017 , -0.527631 , 40 , 0
40 , 0 , -0.0100769 , 0.0606384 , 0.00351014 , 0.569879 , -0.571383 , -0.563899 , 40 , 0
40 , 0 , -0.0104776 , 0.075238 , 0.00394084 , 0.6073 , -0.607046 , -0.601242 , 40 , 0
40 , 0 , -0.011264 , 0.0899446 , 0.00413805 , 0.645952 , -0.645698 , -0.639953 , 40 , 0
40 , 0 , -0.0119506 , 0.104666 , 0.00402424 , 0.685738 , -0.687712 , -0.679778 , 40 , 0
40 , 0 , -0.0122898 , 0.11975 , 0.00355895 , 0.726736 , -0.728963 , -0.72058 , 40 , 0
40 , 0 , -0.0125158 , 0.135472 , 0.00285209 , 0.768945 , -0.769472 , -0.761323 , 40 , 0
40 , 0 , -0.0126953 , 0.151817 , 0.00198865 , 0.812248 , -0.808652 , -0.800816 , 40 , 0
40 , 0 , -0.0129301 , 0.168246 , 0.000951897 , 0.859049 , -0.846718 , -0.84113 , 40 , 0
40 , 0 , -0.0165395 , 0.1873 , 0.00181015 , 0.904931 , -0.883534 , -0.878258 , 40 , 0
40 , 0 , -0.0209766 , 0.206822 , 0.00181015 , 0.952221 , -0.919138 , -0.914311 , 40 , 0
40 , 0 , -0.0223113 , 0.222335 , 0.00173631 , 1.00051 , -0.953491 , -0.949173 , 40 , 0
40 , 0 , -0.0215995 , 0.235791 , 0.00173631 , 1.04991 , -0.986907 , -0.982608 , 40 , 0
40 , 0 , -0.019557 , 0.248341 , 0.00173631 , 1.10046 , -1.01944 , -1.01454 , 40 , 0
40 , 0 , -0.0180227 , 0.259607 , 0.0019193 , 1.15248 , -1.05043 , -1.04539 , 40 , 0
40 , 0 , -0.0174013 , 0.270298 , 0.00200733 , 1.20561 , -1.07969 , -1.0756 , 40 , 0
40 , 0 , -0.017231 , 0.280855 , 0.0018802 , 1.25962 , -1.10814 , -1.10449 , 40 , 0
40 , 0 , -0.0166672 , 0.290841 , 0.00171155 , 1.31524 , -1.13593 , -1.13159 , 40 , 0
40 , 0 , -0.0156855 , 0.300612 , 0.00171155 , 1.37198 , -1.16176 , -1.15789 , 40 , 0
40 , 0 , -0.0151896 , 0.310468 , 0.00171155 , 1.42963 , -1.18652 , -1.18349 , 40 , 0
40 , 0 , -0.0146288 , 0.320097 , 0.00139564 , 1.488 , -1.21042 , -1.20673 , 40 , 0
40 , 0 , -0.0139803 , 0.329272 , 0.00125198 , 1.54477 , -1.23248 , -1.22974 , 40 , 0
40 , 0 , -0.0133717 , 0.337816 , 0.000900151 , 1.59808 , -1.25443 , -1.24997 , 40 , 0
40 , 0 , -0.0127011 , 0.345588 , 0.000900151 , 1.65531 , -1.2741 , -1.27158 , 40 , 0
40 , 0 , -0.0122101 , 0.35284 , 0.000705599 , 1.70856 , -1.29323 , -1.29044 , 40 , 0
40 , 0 , -0.0118457 , 0.359533 , 0.000705599 , 1.76101 , -1.31061 , -1.30871 , 40 , 0
40 , 0 , -0.0115396 , 0.365857 , 0.000705599 , 1.81199 , -1.32763 , -1.32489 , 40 , 0
40 , 0 , -0.0112075 , 0.371805 , 0.000705599 , 1.86163 , -1.34273 , -1.34091 , 40 , 0
40 , 0 , -0.010682 , 0.377409 , 0.000705599 , 1.91034 , -1.35676 , -1.35485 , 40 , 0
40 , 0 , -0.00990406 , 0.383006 , 0.00062448 , 1.95789 , -1.37015 , -1.36792 , 40 , 0
40 , 0 , -0.00943376 , 0.388223 , 0.00062448 , 2.00408 , -1.38228 , -1.38029 , 40 , 0
40 , 0 , -0.00887302 , 0.392949 , 0.000348372 , 2.04905 , -1.39215 , -1.39074 , 40 , 0
40 , 0 , -0.00856818 , 0.397231 , 0.000348372 , 2.0927 , -1.40214 , -1.40018 , 40 , 0
40 , 0 , -0.00857677 , 0.400794 , 0.000497869 , 2.13524 , -1.4105 , -1.40862 , 40 , 0
40 , 0 , -0.00811441 , 0.403605 , 0.000497869 , 2.17876 , -1.41703 , -1.41628 , 40 , 0
40 , 0 , -0.00726048 , 0.40604 , 0.000354824 , 2.21894 , -1.42254 , -1.42189 , 40 , 0
40 , 0 , -0.00651969 , 0.407983 , 0.000158579 , 2.2578 , -1.42709 , -1.42656 , 40 , 0
40 , 0 , -0.00623061 , 0.409368 , 6.01965e-05 , 2.29556 , -1.43045 , -1.43002 , 40 , 0
40 , 0 , -0.00607882 , 0.410436 , 6.01965e-05 , 2.33216 , -1.43262 , -1.43237 , 40 , 0
40 , 0 , -0.00575303 , 0.411229 , 6.01965e-05 , 2.36757 , -1.43364 , -1.43348 , 40 , 0
40 , 0 , -0.0053071 , 0.411716 , 6.01965e-05 , 2.40184 , -1.43372 , -1.4336 , 40 , 0
40 , 0 , -0.00487478 , 0.411756 , -4.04392e-05 , 2.43483 , -1.43372 , -1.4336 , 40 , 0
40 , 0 , -0.004733 , 0.411244 , -4.04392e-05 , 2.46656 , -1.43372 , -1.43362 , 40 , 0
40 , 0 , -0.00462252 , 0.410342 , -4.04392e-05 , 2.49685 , -1.43372 , -1.43362 , 40 , 0
40 , 0 , -0.00426492 , 0.409344 , -4.04392e-05 , 2.52614 , -1.43373 , -1.43364 , 40 , 0
40 , 0 , -0.00384063 , 0.408422 , -4.04392e-05 , 2.55434 , -1.43373 , -1.43364 , 40 , 0
40 , 0 , -0.00357365 , 0.407685 , -4.04392e-05 , 2.581 , -1.43373 , -1.43364 , 40 , 0
40 , 0 , -0.00335848 , 0.407162 , -4.04392e-05 , 2.60656 , -1.43373 , -1.43364 , 40 , 0
40 , 0 , -0.00309529 , 0.40678 , -4.04392e-05 , 2.63112 , -1.43373 , -1.43364 , 40 , 0
40 , 0 , -0.00281124 , 0.406421 , -4.04392e-05 , 2.65408 , -1.43373 , -1.43364 , 40 , 0
40 , 0 , -0.00262937 , 0.405979 , -4.04392e-05 , 2.6763 , -1.43373 , -1.43366 , 40 , 0
40 , 0 , -0.00254762 , 0.405453 , -4.04392e-05 , 2.69701 , -1.43373 , -1.43366 , 40 , 0
40 , 0 , -0.00240975 , 0.404939 , -4.04392e-05 , 2.71667 , -1.43373 , -1.43366 , 40 , 0
40 , 0 , -0.00223131 , 0.404505 , -4.04392e-05 , 2.73492 , -1.43373 , -1.43366 , 40 , 0
40 , 0 , -0.00208616 , 0.404137 , -4.04392e-05 , 2.75241 , -1.43373 , -1.43366 , 40 , 0
40 , 0 , -0.0019774 , 0.403823 , -4.04392e-05 , 2.76898 , -1.43373 , -1.43366 , 40 , 0
40 , 0 , -0.00185407 , 0.403463 , -4.04392e-05 , 2.78389 , -1.43373 , -1.43366 , 40 , 0
40 , 0 , -0.00173058 , 0.403047 , -4.04392e-05 , 2.79726 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00161268 , 0.40266 , -4.04392e-05 , 2.80906 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00154972 , 0.402264 , -4.04392e-05 , 2.8209 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00144664 , 0.401865 , -4.04392e-05 , 2.83095 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00132457 , 0.401523 , -4.04392e-05 , 2.83956 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00125253 , 0.401182 , -4.04392e-05 , 2.84713 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00121423 , 0.400871 , -4.04392e-05 , 2.8535 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00114922 , 0.400617 , -4.04392e-05 , 2.85871 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00109811 , 0.400323 , -4.04392e-05 , 2.86258 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00105913 , 0.400028 , -4.04392e-05 , 2.86548 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.000987724 , 0.39976 , -4.04392e-05 , 2.86704 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.000956283 , 0.399465 , -4.04392e-05 , 2.86749 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.000917405 , 0.399194 , -4.04392e-05 , 2.86741 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.000882845 , 0.398964 , -4.04392e-05 , 2.86735 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.000879295 , 0.398721 , -4.04392e-05 , 2.86735 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00088111 , 0.398489 , -4.04392e-05 , 2.86735 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.000876073 , 0.39824 , -4.04392e-05 , 2.86739 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.000912471 , 0.397993 , -4.04392e-05 , 2.86737 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.000901183 , 0.397803 , -4.04392e-05 , 2.86735 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.000898285 , 0.397612 , -4.04392e-05 , 2.86737 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00091932 , 0.397409 , -4.04392e-05 , 2.86737 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.000912826 , 0.397219 , -4.04392e-05 , 2.86737 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.000954982 , 0.39701 , -4.04392e-05 , 2.86737 , -1.43372 , -1.43368 , 40 , 0
40 , 0 , -0.000992113 , 0.396815 , -4.04392e-05 , 2.86739 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00101816 , 0.396648 , -4.04392e-05 , 2.86737 , -1.43372 , -1.43368 , 40 , 0
40 , 0 , -0.00105899 , 0.39648 , -4.04392e-05 , 2.86737 , -1.43372 , -1.43368 , 40 , 0
40 , 0 , -0.0010932 , 0.396366 , -4.04392e-05 , 2.86737 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00116067 , 0.396228 , -4.04392e-05 , 2.86737 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00125331 , 0.396025 , -4.04392e-05 , 2.86737 , -1.43372 , -1.43368 , 40 , 0
40 , 0 , -0.00126588 , 0.395893 , -4.04392e-05 , 2.86737 , -1.43373 , -1.43368 , 40 , 0
40 , 0 , -0.00132221 , 0.395762 , -4.04392e-05 , 2.86737 , -1.43372 , -1.43368 , 40 , 0
40 , 0 , -0.00137919 , 0.395592 , -4.04392e-05 , 2.86737 , -1.43372 , -1.43368 , 40 , 0
40 , 0 , -0.00140773 , 0.395511 , -4.04392e-05 , 2.86737 , -1.43372 , -1.43368 , 40 , 0
40 , 0 , -0.00149347 , 0.395405 , -4.04392e-05 , 2.86737 , -1.43372 , -1.43368 , 40 , 0
40 , 0 , -0.00156632 , 0.395281 , -4.04392e-05 , 2.86737 , -1.43372 , -1.43368 , 40 , 0
40 , 0 , -0.00160241 , 0.395221 , -4.04392e-05 , 2.86737 , -1.43372 , -1.43368 , 40 , 0
40 , 0 , -0.00169792 , 0.395092 , -4.04392e-05 , 2.86737 , -1.43372 , -1.4337 , 40 , 0
